stn    time           pva200d0
DEM    20180423           12.7
DEM    20180424           12.3
DEM    20180425           11.7
DEM    20180426            8.8
DEM    20180427            8.7
DEM    20180428           12.0
DEM    20180429           13.1
DEM    20180430            8.0
DEM    20180501            8.9
DEM    20180502            9.5
DEM    20180503           11.3
DEM    20180504           12.1
DEM    20180505           13.1
DEM    20180506           13.7
DEM    20180507           11.3
DEM    20180508           12.6
DEM    20180509           13.8
DEM    20180510           13.0
DEM    20180511           12.3
DEM    20180512           12.8
DEM    20180513           11.0
DEM    20180514           11.4
DEM    20180515           13.2
DEM    20180516           12.7
DEM    20180517           12.6
DEM    20180518           12.8
DEM    20180519           12.3
DEM    20180520           12.9
DEM    20180521           13.8
DEM    20180522           15.0
DEM    20180523           15.7
DEM    20180524           15.1
DEM    20180525           13.7
DEM    20180526           15.8
DEM    20180527           16.5
DEM    20180528           18.3
DEM    20180529           16.3
DEM    20180530           16.6
DEM    20180531           16.3
DEM    20180601           15.3
DEM    20180602           15.5
DEM    20180603           17.3
DEM    20180604           18.2
DEM    20180605           18.4
DEM    20180606           17.6
DEM    20180607           18.8
DEM    20180608           18.9
DEM    20180609           19.3
DEM    20180610           20.2
DEM    20180611           19.5
DEM    20180612           17.4
DEM    20180613           13.3
DEM    20180614           12.2
DEM    20180615           13.6
DEM    20180616           14.7
DEM    20180617           15.2
DEM    20180618           14.3
DEM    20180619           15.5
DEM    20180620           16.8
DEM    20180621           15.5
DEM    20180622            8.8
DEM    20180623            9.8
DEM    20180624           11.1
DEM    20180625           12.4
DEM    20180626           13.0
DEM    20180627           12.9
DEM    20180628           11.9
DEM    20180629           16.2
DEM    20180630           17.2
DEM    20180701           17.2
DEM    20180702           16.5
DEM    20180703           19.5
DEM    20180704           19.1
DEM    20180705           18.1
DEM    20180706           18.1
DEM    20180707           16.1
DEM    20180708           15.2
DEM    20180709           13.4
DEM    20180710           13.5
DEM    20180711           11.6
DEM    20180712           12.0
DEM    20180713           14.8
DEM    20180714           14.9
DEM    20180715           16.5
DEM    20180716           14.1
DEM    20180717           14.7
DEM    20180718           15.0
DEM    20180719           14.9
DEM    20180720           17.3
DEM    20180721           17.0
DEM    20180722           14.8
DEM    20180723           16.0
DEM    20180724           16.4
DEM    20180725           18.0
DEM    20180726           16.2
DEM    20180727           14.2
DEM    20180728           17.9
DEM    20180729           16.5
DEM    20180730           15.8
DEM    20180731           16.7
DEM    20180801           18.0
DEM    20180802           18.3
DEM    20180803           19.4
DEM    20180804           19.0
DEM    20180805           17.5
DEM    20180806           19.1
DEM    20180807           19.6
DEM    20180808           19.8
DEM    20180809           18.0
DEM    20180810           12.9
DEM    20180811           11.9
DEM    20180812           13.1
DEM    20180813           18.1
DEM    20180814           16.8
DEM    20180815           14.6
DEM    20180816           14.9
DEM    20180817           18.0
DEM    20180818           18.0
DEM    20180819           16.4
DEM    20180820           14.9
DEM    20180821           16.9
DEM    20180822           17.8
DEM    20180823           19.2
DEM    20180824           15.9
DEM    20180825           12.3
DEM    20180826           10.0
DEM    20180827           13.2
DEM    20180828           16.5
DEM    20180829           17.1
DEM    20180830           14.2
DEM    20180831           13.4
DEM    20180901           13.8
DEM    20180902           13.3
DEM    20180903           14.3
DEM    20180904           13.6
DEM    20180905           14.2
DEM    20180906           15.6
DEM    20180907           14.3
DEM    20180908           13.3
DEM    20180909           12.4
DEM    20180910           12.2
DEM    20180911           12.7
DEM    20180912           15.3
DEM    20180913           17.6
DEM    20180914           16.7
DEM    20180915           12.5
DEM    20180916           13.6
DEM    20180917           13.6
DEM    20180918           15.4
DEM    20180919           15.6
DEM    20180920           15.5
DEM    20180921           13.6
DEM    20180922           11.2
DEM    20180923           15.6
DEM    20180924            9.0
DEM    20180925            7.4
DEM    20180926            9.1
DEM    20180927           11.4
DEM    20180928           11.3
DEM    20180929           10.3
DEM    20180930           11.0
DEM    20181001            9.5
DEM    20181002            8.5
DEM    20181003           11.2
DEM    20181004           10.8
DEM    20181005           11.1
DEM    20181006           11.4
DEM    20181007           13.0
DEM    20181008           13.0
DEM    20181009           12.5
DEM    20181010           13.0
DEM    20181011           12.3
DEM    20181012           11.7
DEM    20181013           11.5
DEM    20181014           10.5
DEM    20181015            9.3
DEM    20181016            9.5
DEM    20181017            9.3
DEM    20181018           10.0
DEM    20181019           10.3
DEM    20181020           10.5
DEM    20181021           10.0
DEM    20181022            7.1
DEM    20181023            7.6
DEM    20181024            9.4
DEM    20181025           10.5
DEM    20181026            8.7
DEM    20181027            7.9
DEM    20181028            6.8
DEM    20181029            7.5
DEM    20181030            6.0
DEM    20181031            7.0
DEM    20181101            8.5
DEM    20181102            9.2
DEM    20181103            9.5
DEM    20181104            9.3
DEM    20181105            9.9
DEM    20181106            9.7
DEM    20181107           10.2
DEM    20181108           10.5
DEM    20181109            9.8
DEM    20181110           10.7
DEM    20181111           11.6
DEM    20181112           10.8
DEM    20181113           11.5
DEM    20181114           10.1
DEM    20181115            9.7
DEM    20181116            8.0
DEM    20181117            6.2
DEM    20181118            5.5
DEM    20181119            5.2
DEM    20181120            5.5
DEM    20181121            6.0
DEM    20181122            6.8
DEM    20181123            7.3
DEM    20181124            7.8
DEM    20181125            6.2
DEM    20181126            7.4
DEM    20181127            7.5
DEM    20181128            7.4
DEM    20181129            7.6
DEM    20181130            7.8
DEM    20181201            8.4
DEM    20181202           10.8
DEM    20181203           11.6
DEM    20181204           10.3
DEM    20181205            9.8
DEM    20181206           10.9
DEM    20181207            9.8
DEM    20181208            7.3
DEM    20181209            8.2
DEM    20181210            7.3
DEM    20181211            6.0
DEM    20181212            5.1
DEM    20181213            4.8
DEM    20181214            4.6
DEM    20181215            4.3
DEM    20181216            6.4
DEM    20181217            6.8
DEM    20181218            5.3
DEM    20181219            6.4
DEM    20181220            7.1
DEM    20181221            8.8
DEM    20181222            9.9
DEM    20181223           10.6
DEM    20181224            8.9
DEM    20181225            6.2
DEM    20181226            5.1
DEM    20181227            5.1
DEM    20181228            6.0
DEM    20181229            5.7
DEM    20181230            7.2
DEM    20181231            8.3

stn    time           pva200d0
EIN    20180101            6.5
EIN    20180102            5.5
EIN    20180103            7.1
EIN    20180104            9.1
EIN    20180105            8.9
EIN    20180106            7.3
EIN    20180107            6.5
EIN    20180108            6.3
EIN    20180109            6.7
EIN    20180110            6.7
EIN    20180111            6.8
EIN    20180112            6.3
EIN    20180113            5.8
EIN    20180114            4.6
EIN    20180115            4.8
EIN    20180116            7.0
EIN    20180117            5.3
EIN    20180118            6.6
EIN    20180119            6.5
EIN    20180120            6.1
EIN    20180121            6.6
EIN    20180122            9.0
EIN    20180123            7.5
EIN    20180124            6.9
EIN    20180125            6.9
EIN    20180126            7.5
EIN    20180127            7.6
EIN    20180128            7.0
EIN    20180129            7.0
EIN    20180130            7.9
EIN    20180131            7.4
EIN    20180201            5.9
EIN    20180202            4.7
EIN    20180203            4.9
EIN    20180204            4.7
EIN    20180205            4.2
EIN    20180206            4.4
EIN    20180207            5.1
EIN    20180208            4.9
EIN    20180209            4.8
EIN    20180210            5.0
EIN    20180211            5.6
EIN    20180212            4.7
EIN    20180213            3.1
EIN    20180214            3.5
EIN    20180215            5.9
EIN    20180216            7.4
EIN    20180217            6.6
EIN    20180218            5.2
EIN    20180219            5.1
EIN    20180220            4.6
EIN    20180221            4.4
EIN    20180222            4.2
EIN    20180223            4.1
EIN    20180224            4.4
EIN    20180225            3.1
EIN    20180226            2.0
EIN    20180227            1.8
EIN    20180228            2.3
EIN    20180301            4.8
EIN    20180302            4.7
EIN    20180303            5.6
EIN    20180304            5.9
EIN    20180305            6.6
EIN    20180306            6.8
EIN    20180307            6.5
EIN    20180308            5.7
EIN    20180309            5.2
EIN    20180310            7.8
EIN    20180311            7.5
EIN    20180312            8.0
EIN    20180313            7.2
EIN    20180314            7.4
EIN    20180315            6.4
EIN    20180316            7.4
EIN    20180317            6.8
EIN    20180318            5.1
EIN    20180319            4.6
EIN    20180320            3.9
EIN    20180321            4.0
EIN    20180322            3.9
EIN    20180323            5.8
EIN    20180324            5.4
EIN    20180325            6.3
EIN    20180326            7.1
EIN    20180327            6.6
EIN    20180328            9.8
EIN    20180329            7.1
EIN    20180330            6.7
EIN    20180331            6.6
EIN    20180401            6.4
EIN    20180402            6.4
EIN    20180403            7.2
EIN    20180404            7.3
EIN    20180405            8.5
EIN    20180406            7.5
EIN    20180407            7.6
EIN    20180408            7.1
EIN    20180409            8.0
EIN    20180410            8.9
EIN    20180411            6.9
EIN    20180412            5.3
EIN    20180413            7.4
EIN    20180414            8.0
EIN    20180415            9.2
EIN    20180416           11.5
EIN    20180417           10.6
EIN    20180418            9.9
EIN    20180419            9.9
EIN    20180420           10.1
EIN    20180421            9.9
EIN    20180422           10.4
EIN    20180423           11.7
EIN    20180424           12.5
EIN    20180425           11.9
EIN    20180426           10.4
EIN    20180427           10.5
EIN    20180428           11.7
EIN    20180429            9.6
EIN    20180430            9.2
EIN    20180501            9.4
EIN    20180502           10.2
EIN    20180503           11.3
EIN    20180504           13.8
EIN    20180505           14.8
EIN    20180506           14.4
EIN    20180507           12.7
EIN    20180508           12.3
EIN    20180509           11.8
EIN    20180510           11.8
EIN    20180511           12.1
EIN    20180512           13.7
EIN    20180513           12.6
EIN    20180514           10.6
EIN    20180515           10.9
EIN    20180516           11.0
EIN    20180517           11.6
EIN    20180518           12.2
EIN    20180519           12.2
EIN    20180520           12.5
EIN    20180521           12.9
EIN    20180522           13.3
EIN    20180523           15.1
EIN    20180524           14.9
EIN    20180525           12.2
EIN    20180526           14.3
EIN    20180527           15.7
EIN    20180528           13.6
EIN    20180529           16.9
EIN    20180530           16.8
EIN    20180531           17.5
EIN    20180601           15.3
EIN    20180602           15.5
EIN    20180603           17.2
EIN    20180604           17.1
EIN    20180605           17.7
EIN    20180606           18.7
EIN    20180607           18.1
EIN    20180608           17.8
EIN    20180609           18.2
EIN    20180610           17.6
EIN    20180611           18.4
EIN    20180612           15.2
EIN    20180613           12.0
EIN    20180614           10.4
EIN    20180615           11.0
EIN    20180616           11.1
EIN    20180617           13.7
EIN    20180618           13.3
EIN    20180619           14.0
EIN    20180620           15.5
EIN    20180621           15.2
EIN    20180622            9.1
EIN    20180623            8.9
EIN    20180624           10.5
EIN    20180625           11.1
EIN    20180626           10.5
EIN    20180627           11.2
EIN    20180628           11.3
EIN    20180629           14.2
EIN    20180630           15.4
EIN    20180701           15.8
EIN    20180702           15.7
EIN    20180703           15.6
EIN    20180704           14.8
EIN    20180705           15.2
EIN    20180706           14.6
EIN    20180707           13.3
EIN    20180708           13.6
EIN    20180709           12.9
EIN    20180710           12.7
EIN    20180711           10.9
EIN    20180712           11.1
EIN    20180713           12.5
EIN    20180714           13.7
EIN    20180715           13.4
EIN    20180716           12.8
EIN    20180717           12.6
EIN    20180718           12.3
EIN    20180719           13.3
EIN    20180720           14.6
EIN    20180721           14.6
EIN    20180722           14.5
EIN    20180723           15.0
EIN    20180724           14.9
EIN    20180725           14.4
EIN    20180726           14.0
EIN    20180727           13.6
EIN    20180728           14.8
EIN    20180729           15.0
EIN    20180730           14.7
EIN    20180731           14.7
EIN    20180801           16.5
EIN    20180802           16.8
EIN    20180803           18.0
EIN    20180804           16.4
EIN    20180805           16.9
EIN    20180806           16.9
EIN    20180807           14.6
EIN    20180808           16.0
EIN    20180809           14.6
EIN    20180810           12.7
EIN    20180811           11.6
EIN    20180812           13.1
EIN    20180813           15.1
EIN    20180814           14.6
EIN    20180815           13.6
EIN    20180816           13.5
EIN    20180817           14.9
EIN    20180818           16.2
EIN    20180819           16.9
EIN    20180820           15.5
EIN    20180821           15.9
EIN    20180822           16.2
EIN    20180823           16.4
EIN    20180824           14.5
EIN    20180825           11.0
EIN    20180826            8.9
EIN    20180827           10.8
EIN    20180828           13.9
EIN    20180829           15.2
EIN    20180830           13.3
EIN    20180831           12.9
EIN    20180901           11.5
EIN    20180902           12.0
EIN    20180903           12.4
EIN    20180904           12.5
EIN    20180905           13.2
EIN    20180906           14.4
EIN    20180907           14.0
EIN    20180908           12.6
EIN    20180909           13.3
EIN    20180910           13.2
EIN    20180911           13.4
EIN    20180912           13.6
EIN    20180913           16.0
EIN    20180914           15.5
EIN    20180915           13.9
EIN    20180916           14.6
EIN    20180917           13.8
EIN    20180918           14.3
EIN    20180919           13.7
EIN    20180920           13.9
EIN    20180921           13.1
EIN    20180922           10.4
EIN    20180923           14.4
EIN    20180924            8.1
EIN    20180925            7.2
EIN    20180926            9.6
EIN    20180927           10.9
EIN    20180928           11.6
EIN    20180929           10.7
EIN    20180930           10.9
EIN    20181001            8.6
EIN    20181002            8.0
EIN    20181003           10.3
EIN    20181004           10.5
EIN    20181005           10.6
EIN    20181006           11.1
EIN    20181007           12.1
EIN    20181008           12.1
EIN    20181009           12.4
EIN    20181010            9.0
EIN    20181011           10.7
EIN    20181012           11.2
EIN    20181013           11.6
EIN    20181014            7.5
EIN    20181015            7.4
EIN    20181016            8.7
EIN    20181017            9.6
EIN    20181018           10.1
EIN    20181019           10.1
EIN    20181020           10.9
EIN    20181021            9.1
EIN    20181022            7.8
EIN    20181023            7.6
EIN    20181024            9.0
EIN    20181025           10.3
EIN    20181026            8.9
EIN    20181027            7.6
EIN    20181028            6.5
EIN    20181029            8.2
EIN    20181030            6.6
EIN    20181031            6.5
EIN    20181101            7.5
EIN    20181102            9.1
EIN    20181103            9.6
EIN    20181104            9.2
EIN    20181105            8.1
EIN    20181106            8.7
EIN    20181107            9.2
EIN    20181108            9.5
EIN    20181109            8.7
EIN    20181110            8.3
EIN    20181111            9.5
EIN    20181112            8.5
EIN    20181113              -
EIN    20181114              -
EIN    20181115              -
EIN    20181116              -
EIN    20181117              -
EIN    20181118              -
EIN    20181119              -
EIN    20181120              -
EIN    20181121              -
EIN    20181122              -
EIN    20181123              -
EIN    20181124              -
EIN    20181125              -
EIN    20181126              -
EIN    20181127              -
EIN    20181128              -
EIN    20181129              -
EIN    20181130            6.6
EIN    20181201            6.7
EIN    20181202            8.5
EIN    20181203            9.5
EIN    20181204            8.2
EIN    20181205            8.2
EIN    20181206            8.4
EIN    20181207            8.3
EIN    20181208            5.5
EIN    20181209            6.6
EIN    20181210            5.8
EIN    20181211            4.8
EIN    20181212            3.4
EIN    20181213            3.1
EIN    20181214            4.1
EIN    20181215            3.6
EIN    20181216            6.1
EIN    20181217            6.2
EIN    20181218            4.5
EIN    20181219            5.5
EIN    20181220            6.0
EIN    20181221            7.1
EIN    20181222            8.1
EIN    20181223            9.0
EIN    20181224            7.5
EIN    20181225            4.7
EIN    20181226            4.0
EIN    20181227            4.7
EIN    20181228            5.0
EIN    20181229            5.0
EIN    20181230            6.5
EIN    20181231            6.9

stn    time           pva200d0
ENG    20180101            5.0
ENG    20180102            4.4
ENG    20180103            5.9
ENG    20180104            7.4
ENG    20180105            6.9
ENG    20180106            6.3
ENG    20180107            5.4
ENG    20180108            4.7
ENG    20180109            6.5
ENG    20180110            5.6
ENG    20180111            5.6
ENG    20180112            5.9
ENG    20180113            4.5
ENG    20180114            3.8
ENG    20180115            3.9
ENG    20180116            5.4
ENG    20180117            4.0
ENG    20180118            5.5
ENG    20180119            5.3
ENG    20180120            5.1
ENG    20180121            6.0
ENG    20180122            7.1
ENG    20180123            6.6
ENG    20180124            5.7
ENG    20180125            5.4
ENG    20180126            6.2
ENG    20180127            6.3
ENG    20180128            5.7
ENG    20180129            5.8
ENG    20180130            5.7
ENG    20180131            5.4
ENG    20180201            5.0
ENG    20180202            3.1
ENG    20180203            3.7
ENG    20180204            3.4
ENG    20180205            3.8
ENG    20180206            3.6
ENG    20180207            4.7
ENG    20180208            4.5
ENG    20180209            3.6
ENG    20180210            4.1
ENG    20180211            4.7
ENG    20180212            3.9
ENG    20180213            2.3
ENG    20180214            2.7
ENG    20180215            5.5
ENG    20180216            7.0
ENG    20180217            6.5
ENG    20180218            4.8
ENG    20180219            4.0
ENG    20180220            4.2
ENG    20180221            3.7
ENG    20180222            3.5
ENG    20180223            3.4
ENG    20180224            3.7
ENG    20180225            2.8
ENG    20180226            1.8
ENG    20180227            1.3
ENG    20180228            2.0
ENG    20180301            4.5
ENG    20180302            4.5
ENG    20180303            4.8
ENG    20180304            4.3
ENG    20180305            5.2
ENG    20180306            5.5
ENG    20180307            5.8
ENG    20180308            4.2
ENG    20180309            4.4
ENG    20180310            6.2
ENG    20180311            6.3
ENG    20180312            6.8
ENG    20180313            6.0
ENG    20180314            5.4
ENG    20180315            4.9
ENG    20180316            6.1
ENG    20180317            6.0
ENG    20180318            5.3
ENG    20180319            4.6
ENG    20180320            3.9
ENG    20180321            3.6
ENG    20180322            3.6
ENG    20180323            4.6
ENG    20180324            3.8
ENG    20180325            5.1
ENG    20180326            6.1
ENG    20180327            6.1
ENG    20180328            8.1
ENG    20180329            6.6
ENG    20180330            5.7
ENG    20180331            5.9
ENG    20180401            5.3
ENG    20180402            4.9
ENG    20180403            5.1
ENG    20180404            6.2
ENG    20180405            6.7
ENG    20180406            5.8
ENG    20180407            6.1
ENG    20180408            5.7
ENG    20180409            6.3
ENG    20180410            7.1
ENG    20180411            5.3
ENG    20180412            5.1
ENG    20180413            5.8
ENG    20180414            6.1
ENG    20180415            7.4
ENG    20180416            9.1
ENG    20180417            8.7
ENG    20180418            7.9
ENG    20180419            6.6
ENG    20180420            6.6
ENG    20180421            6.7
ENG    20180422            7.9
ENG    20180423            9.8
ENG    20180424            9.4
ENG    20180425            8.2
ENG    20180426            8.7
ENG    20180427            8.0
ENG    20180428            8.8
ENG    20180429            8.6
ENG    20180430            8.1
ENG    20180501            8.0
ENG    20180502            8.8
ENG    20180503            9.4
ENG    20180504           10.5
ENG    20180505           11.6
ENG    20180506           12.5
ENG    20180507           10.7
ENG    20180508            9.9
ENG    20180509            9.9
ENG    20180510           10.2
ENG    20180511           10.4
ENG    20180512           10.6
ENG    20180513           10.9
ENG    20180514            9.3
ENG    20180515            9.7
ENG    20180516            9.5
ENG    20180517            9.8
ENG    20180518            9.9
ENG    20180519           10.3
ENG    20180520           10.7
ENG    20180521           10.2
ENG    20180522           10.5
ENG    20180523           12.0
ENG    20180524           11.7
ENG    20180525           10.1
ENG    20180526           11.5
ENG    20180527           12.3
ENG    20180528           11.3
ENG    20180529           13.2
ENG    20180530           11.9
ENG    20180531           13.5
ENG    20180601           12.8
ENG    20180602           13.2
ENG    20180603           13.8
ENG    20180604           14.1
ENG    20180605           14.4
ENG    20180606           14.3
ENG    20180607           14.6
ENG    20180608           14.8
ENG    20180609           14.9
ENG    20180610           14.9
ENG    20180611           15.5
ENG    20180612           14.3
ENG    20180613           11.8
ENG    20180614           11.0
ENG    20180615           10.9
ENG    20180616           10.8
ENG    20180617           13.1
ENG    20180618           13.3
ENG    20180619           13.6
ENG    20180620           14.5
ENG    20180621           15.4
ENG    20180622            9.0
ENG    20180623            8.7
ENG    20180624           10.1
ENG    20180625           10.7
ENG    20180626           10.0
ENG    20180627           10.3
ENG    20180628           10.5
ENG    20180629           12.9
ENG    20180630           14.4
ENG    20180701           14.5
ENG    20180702           15.2
ENG    20180703           15.1
ENG    20180704           14.6
ENG    20180705           14.9
ENG    20180706           14.3
ENG    20180707           12.4
ENG    20180708           12.8
ENG    20180709           12.9
ENG    20180710           12.5
ENG    20180711           11.3
ENG    20180712           11.4
ENG    20180713           12.1
ENG    20180714           14.3
ENG    20180715           13.6
ENG    20180716           12.0
ENG    20180717           13.2
ENG    20180718           13.1
ENG    20180719           14.7
ENG    20180720           14.5
ENG    20180721           14.3
ENG    20180722           14.0
ENG    20180723           14.1
ENG    20180724           14.6
ENG    20180725           14.4
ENG    20180726           13.1
ENG    20180727           13.6
ENG    20180728           15.6
ENG    20180729           15.0
ENG    20180730           14.4
ENG    20180731           15.2
ENG    20180801           16.1
ENG    20180802           17.6
ENG    20180803           17.2
ENG    20180804           16.1
ENG    20180805           16.9
ENG    20180806           16.2
ENG    20180807           14.7
ENG    20180808           14.6
ENG    20180809           14.2
ENG    20180810           13.2
ENG    20180811           12.2
ENG    20180812           13.3
ENG    20180813           14.5
ENG    20180814           14.7
ENG    20180815           13.8
ENG    20180816           13.2
ENG    20180817           14.4
ENG    20180818           15.3
ENG    20180819           16.1
ENG    20180820           15.3
ENG    20180821           14.9
ENG    20180822           14.8
ENG    20180823           15.1
ENG    20180824           14.5
ENG    20180825           10.9
ENG    20180826            8.9
ENG    20180827           10.1
ENG    20180828           12.5
ENG    20180829           14.3
ENG    20180830           13.4
ENG    20180831           12.3
ENG    20180901           11.0
ENG    20180902           11.3
ENG    20180903           12.0
ENG    20180904           12.2
ENG    20180905           12.3
ENG    20180906           13.6
ENG    20180907           13.8
ENG    20180908           12.6
ENG    20180909           12.1
ENG    20180910           13.9
ENG    20180911           12.0
ENG    20180912           13.1
ENG    20180913           15.0
ENG    20180914           15.0
ENG    20180915           14.0
ENG    20180916           13.5
ENG    20180917           13.7
ENG    20180918           13.8
ENG    20180919           13.1
ENG    20180920           12.5
ENG    20180921           13.0
ENG    20180922           10.6
ENG    20180923           14.4
ENG    20180924            8.6
ENG    20180925            7.7
ENG    20180926            8.9
ENG    20180927            9.4
ENG    20180928           10.7
ENG    20180929           10.2
ENG    20180930           10.2
ENG    20181001            8.1
ENG    20181002            7.8
ENG    20181003           10.3
ENG    20181004           10.3
ENG    20181005            9.8
ENG    20181006           10.1
ENG    20181007           11.3
ENG    20181008           11.4
ENG    20181009           10.5
ENG    20181010            7.7
ENG    20181011            8.5
ENG    20181012            9.4
ENG    20181013            9.2
ENG    20181014            5.7
ENG    20181015            6.4
ENG    20181016            7.6
ENG    20181017            8.3
ENG    20181018            9.4
ENG    20181019            9.7
ENG    20181020            9.5
ENG    20181021            8.2
ENG    20181022            6.8
ENG    20181023            7.2
ENG    20181024            7.9
ENG    20181025            8.6
ENG    20181026            7.5
ENG    20181027            7.1
ENG    20181028            6.0
ENG    20181029            6.9
ENG    20181030            6.4
ENG    20181031            5.4
ENG    20181101            7.1
ENG    20181102            8.2
ENG    20181103            8.6
ENG    20181104            8.3
ENG    20181105            6.7
ENG    20181106            7.8
ENG    20181107            9.2
ENG    20181108            8.9
ENG    20181109            7.6
ENG    20181110            7.2
ENG    20181111            8.1
ENG    20181112            7.5
ENG    20181113            8.5
ENG    20181114            7.4
ENG    20181115            5.9
ENG    20181116            5.9
ENG    20181117            5.2
ENG    20181118            4.6
ENG    20181119            4.6
ENG    20181120            4.1
ENG    20181121            4.6
ENG    20181122            5.9
ENG    20181123            5.3
ENG    20181124            6.0
ENG    20181125            5.1
ENG    20181126            5.6
ENG    20181127            5.6
ENG    20181128            5.0
ENG    20181129            6.7
ENG    20181130            6.5
ENG    20181201            6.0
ENG    20181202            7.8
ENG    20181203            9.1
ENG    20181204            7.7
ENG    20181205            7.4
ENG    20181206            8.2
ENG    20181207            7.2
ENG    20181208            4.9
ENG    20181209            6.0
ENG    20181210            5.4
ENG    20181211            3.9
ENG    20181212            2.5
ENG    20181213            2.5
ENG    20181214            4.0
ENG    20181215            2.8
ENG    20181216            6.0
ENG    20181217            5.9
ENG    20181218            3.5
ENG    20181219            4.8
ENG    20181220            5.0
ENG    20181221            6.3
ENG    20181222            7.5
ENG    20181223            8.1
ENG    20181224            6.9
ENG    20181225            4.2
ENG    20181226            4.3
ENG    20181227            4.9
ENG    20181228            4.9
ENG    20181229            4.6
ENG    20181230            5.3
ENG    20181231            6.5

stn    time           pva200d0
FAH    20180101            6.8
FAH    20180102            6.8
FAH    20180103            8.3
FAH    20180104           10.2
FAH    20180105            9.3
FAH    20180106            8.9
FAH    20180107            8.3
FAH    20180108            7.4
FAH    20180109            7.5
FAH    20180110            6.4
FAH    20180111            7.6
FAH    20180112            7.1
FAH    20180113            5.8
FAH    20180114            5.2
FAH    20180115            5.8
FAH    20180116            8.0
FAH    20180117            5.5
FAH    20180118            7.5
FAH    20180119            6.6
FAH    20180120            7.0
FAH    20180121            7.1
FAH    20180122           10.2
FAH    20180123            7.4
FAH    20180124            8.4
FAH    20180125            7.2
FAH    20180126            7.7
FAH    20180127            8.0
FAH    20180128            7.7
FAH    20180129            8.5
FAH    20180130            7.8
FAH    20180131            7.2
FAH    20180201            5.9
FAH    20180202            5.2
FAH    20180203            5.0
FAH    20180204            4.7
FAH    20180205            5.1
FAH    20180206            4.9
FAH    20180207            5.3
FAH    20180208            5.1
FAH    20180209            5.1
FAH    20180210            5.0
FAH    20180211            5.7
FAH    20180212            4.7
FAH    20180213            3.4
FAH    20180214            4.6
FAH    20180215            8.1
FAH    20180216            8.1
FAH    20180217            6.6
FAH    20180218            5.4
FAH    20180219            5.0
FAH    20180220            4.6
FAH    20180221            4.2
FAH    20180222            3.7
FAH    20180223            3.7
FAH    20180224            3.7
FAH    20180225            2.2
FAH    20180226            1.6
FAH    20180227            1.8
FAH    20180228            2.0
FAH    20180301            3.5
FAH    20180302            4.6
FAH    20180303            6.0
FAH    20180304            6.3
FAH    20180305            7.0
FAH    20180306            7.4
FAH    20180307            6.5
FAH    20180308            5.6
FAH    20180309            6.2
FAH    20180310            9.6
FAH    20180311            9.0
FAH    20180312            8.2
FAH    20180313            7.3
FAH    20180314            6.7
FAH    20180315            7.0
FAH    20180316            7.6
FAH    20180317            6.6
FAH    20180318            4.4
FAH    20180319            4.8
FAH    20180320            4.3
FAH    20180321            3.8
FAH    20180322            4.4
FAH    20180323            6.3
FAH    20180324            5.8
FAH    20180325            6.3
FAH    20180326            6.2
FAH    20180327            7.2
FAH    20180328            9.5
FAH    20180329            7.2
FAH    20180330            6.9
FAH    20180331            6.9
FAH    20180401            6.6
FAH    20180402            6.8
FAH    20180403            7.3
FAH    20180404            8.3
FAH    20180405            8.3
FAH    20180406            7.3
FAH    20180407            8.1
FAH    20180408            9.2
FAH    20180409           10.4
FAH    20180410            8.7
FAH    20180411            7.8
FAH    20180412            8.5
FAH    20180413            8.2
FAH    20180414            8.9
FAH    20180415           11.2
FAH    20180416           10.0
FAH    20180417           10.0
FAH    20180418            8.8
FAH    20180419            9.5
FAH    20180420           10.1
FAH    20180421           10.9
FAH    20180422           10.0
FAH    20180423           11.6
FAH    20180424           11.8
FAH    20180425           11.4
FAH    20180426            8.3
FAH    20180427            8.2
FAH    20180428           10.6
FAH    20180429           12.0
FAH    20180430            7.9
FAH    20180501            7.6
FAH    20180502            7.9
FAH    20180503            9.8
FAH    20180504           10.4
FAH    20180505           11.5
FAH    20180506           12.3
FAH    20180507            9.9
FAH    20180508           11.4
FAH    20180509           12.8
FAH    20180510           11.9
FAH    20180511           11.7
FAH    20180512           12.3
FAH    20180513           10.1
FAH    20180514           10.6
FAH    20180515           12.3
FAH    20180516           11.7
FAH    20180517           11.8
FAH    20180518           12.2
FAH    20180519           11.3
FAH    20180520           12.0
FAH    20180521           13.5
FAH    20180522           13.1
FAH    20180523           14.7
FAH    20180524           13.9
FAH    20180525           13.3
FAH    20180526           14.6
FAH    20180527           15.0
FAH    20180528           16.7
FAH    20180529           15.3
FAH    20180530           15.6
FAH    20180531           15.1
FAH    20180601           14.6
FAH    20180602           14.8
FAH    20180603           16.5
FAH    20180604           17.0
FAH    20180605           18.2
FAH    20180606           16.7
FAH    20180607           16.8
FAH    20180608           17.2
FAH    20180609           18.4
FAH    20180610           18.5
FAH    20180611           17.9
FAH    20180612           16.0
FAH    20180613           12.2
FAH    20180614           11.4
FAH    20180615           12.6
FAH    20180616           14.2
FAH    20180617           14.2
FAH    20180618           13.3
FAH    20180619           15.3
FAH    20180620           15.6
FAH    20180621           14.5
FAH    20180622            8.6
FAH    20180623            9.4
FAH    20180624           10.7
FAH    20180625           11.8
FAH    20180626           12.7
FAH    20180627           12.8
FAH    20180628           11.5
FAH    20180629           15.6
FAH    20180630           16.7
FAH    20180701           15.1
